gene_name,logFC,logCPM,F,PValue,FDR
RP11-274A11.3,-8.594133245311244,-0.019308050114374635,9.863313220234877,0.0016866785526936205,0.024326400936390172
CHEK2P2,-8.588197475333144,-0.01895937398121089,9.856851048650386,0.0016926127433711897,0.024394600329142466
SPTA1,-8.583051937410868,-0.06072854323889729,9.85085737515626,0.0016981356218624248,0.024456778867178765
FAM169B,-8.581680359441917,-0.037381073655600554,9.84923639412753,0.0016996324113741224,0.024460925920451897
RP11-475C16.1,4.604055329653844,5.347133996573151,9.84332160958951,0.0017051053815895871,0.02452225117019566
DOCK5,-4.707855442652156,5.778008463872722,9.838948429500594,0.0017091633791588216,0.024534682744072913
SNRPF,4.537951541736135,4.540471399405555,9.838724999266015,0.0017093709689491336,0.024534682744072913
RP11-430C7.2,-8.571851725680201,-0.0550260590241746,9.838470723735472,0.001709607248289736,0.024534682744072913
RPL36AP41,-8.568681548290696,-0.0751583713499681,9.83551920183969,0.0017123523007342373,0.024542245488712266
CNPY2,4.638491383837107,5.525322877537779,9.835296127070915,0.0017125599520663069,0.024542245488712266
ZC3H12D,-8.314348661242077,1.0406443822214848,9.829531748974,0.0017179346372235733,0.02458990623999426
C4orf50,-8.664152162075197,0.5316891419758601,9.829123262578669,0.0017183161563307083,0.02458990623999426
RPS29,5.126437604700035,9.243048107500567,9.821776915243452,0.0017251921902279675,0.024646114495366023
AQP6,-8.556163499250076,-0.05416270767462861,9.82139707784584,0.0017255484675126242,0.024646114495366023
AGR2,5.090846956057152,8.50027128547973,9.820928360567947,0.001725988214503559,0.024646114495366023
KRT18P63,-8.553506015211102,-0.0645706549685945,9.81859357492055,0.001728180384887297,0.024646114495366023
CD9,5.141652599831988,9.545739533505012,9.818430184953879,0.0017283339001198117,0.024646114495366023
DUX4L25,-8.551855643697088,-0.0593853000622294,9.816755338460899,0.0017299083215944536,0.024651193582720964
GOLGA6A,-8.54972394478107,-0.05743291808225277,9.814384106251918,0.0017321398586244185,0.02465788491990076
PSMC3,4.5815869732929935,5.298270665605788,9.813667267042202,0.001732815041072344,0.02465788491990076
FTH1P22,-8.54339978627709,-0.07360492576391285,9.807784065298124,0.001738366445465842,0.02471949755727429
RP11-346C16.1,-8.540174415563886,-0.07777718543629175,9.804393228536938,0.0017415742311292842,0.02474772090372266
RPL35AP13,-8.392634013896295,0.9383288478094953,9.80197063954081,0.0017438697119062077,0.024762949909068147
UPK3BL1,5.0439308339441515,7.806253493403446,9.799047577602956,0.0017466434886294594,0.024783583964822924
AHSA1,4.871499575371326,6.46941037870932,9.797859264775484,0.001747772390304043,0.024783583964822924
UXT,4.763492319664751,5.99874038260175,9.795139602530805,0.0017503588630230632,0.02479389346612348
CA9,4.512336135535343,4.83064888886577,9.7945185702650015,0.001750950025356583,0.02479389346612348
SNCG,5.1028888202408496,8.980889197946821,9.791371072813366,0.0017539492495203801,0.024818995149681743
KLHDC7B,-6.820028272510509,2.1380067142873713,9.78535612163025,0.0017596953351331364,0.02488290363830819
PKIA,4.5070705763534615,4.622448033749224,9.78233182987046,0.001762591645673268,0.024895962033358005
COX4I1,5.111512973415873,9.223906489531233,9.781549875371779,0.0017633412953006057,0.024895962033358005
C10orf71,-8.517949663887116,-0.0866605685364512,9.780540094443626,0.0017643098372046146,0.024895962033358005
RAB39B,-8.50648213899139,-0.11042344482010785,9.76936187040822,0.0017750676316102213,0.02502653260348309
AC002543.2,-8.168206721229689,1.1388514860068681,9.768085059592003,0.0017763006422442773,0.02502653260348309
PFDN6,4.7078488318371035,5.840057645676655,9.767078375027257,0.0017772734050509119,0.02502653260348309
APOL1,5.081568569548982,8.70311238076462,9.765081782403763,0.001779204316927262,0.025036299967331813
RBM17P1,-8.499703040942116,-0.10838105438387184,9.761874045758827,0.0017823109831127274,0.025062587034945127
TIMM9,4.5182246167384275,4.470251181814357,9.757054968653478,0.0017869885555072162,0.02511091209770036
FERMT3,-4.5521503494769915,4.2910639058999545,9.754247206270673,0.0017897196061720478,0.025131836385073828
GZMM,-7.9264731772678445,1.3365755529495573,9.750923519706845,0.0017929579531193133,0.025159850333820597
TBCA,4.9157304652112765,6.82789450435811,9.743312841408715,0.0018003956035229365,0.025246711737551365
GOLGA6L22,-8.47813232901448,-0.12178963460596946,9.739359954353521,0.0018042709521081017,0.025283533736778007
IFIT5,-4.544405060941073,4.297731783912791,9.735663214167328,0.0018079028281734995,0.025316895313557623
CH17-159N18.5,-4.513188873794328,5.0960467254943635,9.731623198661234,0.0018118804302859276,0.02534831643212379
PCBD1,4.751681843162859,6.055192999831695,9.730383964761026,0.0018131022961415564,0.02534831643212379
KCNH3,-6.878994990005483,2.0794407850045293,9.729570586069224,0.0018139047291186186,0.02534831643212379
AC007161.5,-8.465990995150673,-0.1397063525121952,9.727776511675797,0.0018156759332112428,0.025355557286769838
SLC6A15,-8.4638112631328,-0.13889403226317815,9.725343728607223,0.0018180805042520077,0.025358740136458637
RP11-368M16.8,-8.463167466557781,-0.1425910887637894,9.72501034190366,0.00181841027615525,0.025358740136458637
RPS26,5.00534282217317,7.6478131771586915,9.722361976932133,0.0018210320802993668,0.025377812771940556
CH17-164J11.2,-7.64343984484598,1.5428539664351832,9.720253315439534,0.0018231223331204366,0.02538945657996699
DPPA5P4,-8.456579574164582,-0.14859911782038984,9.718500444642045,0.0018248617520690371,0.025392037477481363
TRAV40,-8.448909436777994,-0.19921500953025056,9.717538154606881,0.0018258173723615212,0.025392037477481363
SLC30A3,-6.844753630455993,2.0886377428781326,9.698543839107007,0.001844784197598072,0.025624102260632914
NHP2,4.813175359182075,6.357054428786024,9.696893709575525,0.0018464413377343915,0.025624102260632914
RP4-706A16.3,4.499592144839231,4.47384204411668,9.695072236918401,0.0018482723009265512,0.025624102260632914
RP11-90D4.5,-7.843234457600782,1.372646396110847,9.694864049450581,0.0018484816902795051,0.025624102260632914
ERP29,4.823726853973271,6.39868520989822,9.694512179584803,0.001848835646183546,0.025624102260632914
BTK,-6.049236827608837,2.637617497245773,9.692617417282783,0.001850742822747363,0.025629306136831977
ARHGAP22,-5.114541771151379,3.4058040274947285,9.691623267781994,0.0018517442832739486,0.025629306136831977
MIR6771,-8.42741168357892,-0.1751639710223848,9.69005347685729,0.001853326737037636,0.025629766256326566
BCS1L,4.601566930115334,4.137237662350709,9.68907803401159,0.0018543107387824114,0.025629766256326566
ARMCX7P,4.533219619342532,4.333449299831539,9.68719853714802,0.0018562082204597859,0.02563594181301555
LCE2B,-8.423561927253385,-0.17711292956046337,9.68612653538844,0.0018572913613976178,0.02563594181301555
CRTAC1,4.984360172148883,7.55852355123909,9.684068414458888,0.0018593726642434083,0.025647175092682595
CD14,-4.518105298192972,5.210687942128619,9.680496518770411,0.0018629904057591454,0.025654764002936904
PKM,5.076416613544439,9.215760156474284,9.68032059824493,0.0018631687684885487,0.025654764002936904
ENO1,5.066727483087877,9.018828523568667,9.679770742297933,0.001863726369375698,0.025654764002936904
BCAM,4.938200952422189,7.135721913553618,9.674840327027594,0.0018687337959477377,0.02570620554792826
RP11-474L11.5,-8.410541292432097,-0.18832260702567274,9.673561877711704,0.0018700344392098736,0.025706621519980835
RNU6-198P,-8.405170668216133,-0.19249260237977892,9.668295141252074,0.0018754022900770331,0.025731553884120212
SLC2A1,4.990661804355162,7.666341779944171,9.667915128751861,0.001875790201893016,0.025731553884120212
EIF5A,5.042177268707828,8.56737016075199,9.667576120057593,0.0018761363261969358,0.025731553884120212
RNU6-1043P,-8.403261882242528,-0.19632585857107754,9.666794406769412,0.0018769346939936464,0.025731553884120212
ACSM2A,-8.398083224566557,-0.2015495014788849,9.662149099957196,0.0018816860783735401,0.025779226672910348
CT47A5,-8.395724806250822,-0.20288826621280528,9.659844865019567,0.0018840474534316028,0.02579411381609505
FAM166A,-8.390640414354865,-0.20058814973962547,9.653880801610857,0.001890173371741802,0.02582716091670535
AP1S1,4.880103326614735,6.786493446010179,9.653789188612897,0.001890267628252172,0.02582716091670535
PTPRR,4.577862420768982,4.151903935217534,9.653767100709077,0.0018902903542199465,0.02582716091670535
NF1P8,-8.37547377974286,-0.25167574333637877,9.647258225856419,0.0018969993346008367,0.02589791487819815
ZDHHC22,-8.381314902418803,-0.21521418067516349,9.646261770589595,0.0018980285527238872,0.02589791487819815
GRIA1,-8.376667481808791,-0.2148313144839158,9.64112843104137,0.001903339649516494,0.025939464474188996
AC098831.4,-8.374222109868862,-0.22763630182578523,9.640840982719014,0.0019036374966232103,0.025939464474188996
ADRA2A,-6.718994629087605,2.1560164661122996,9.635798698075536,0.001908869882258518,0.025993258457268582
HIGD2A,4.885967613127821,6.8605295770990935,9.634094136428377,0.0019106420035311824,0.02599989303392971
MIR1180,-5.074580455079065,3.423368088922004,9.63027622934841,0.0019146172852983205,0.02603647901076043
DEPP1,4.511333658682255,4.335728974200312,9.624548793843962,0.0019205965358928593,0.026099277046859378
DPY19L4P1,-8.35297547934358,-0.24308032929857182,9.620848603121843,0.0019244694724218168,0.026099277046859378
DPEP3,-7.962706455730387,1.228710529306324,9.619064556429805,0.0019263396364332132,0.026099277046859378
CIRBP,4.644202069475282,5.782287868111662,9.618949258555162,0.0019264605631877066,0.026099277046859378
TATDN1P1,-6.444327228923845,2.337161725503428,9.616006272075634,0.0019295498337591915,0.026099277046859378
COX14,4.56423954709861,5.49138092768577,9.614049085131482,0.0019316070846658348,0.026099277046859378
RPL3P4,4.963066056799084,7.589824668835864,9.612264841302329,0.00193348448798881,0.026099277046859378
IGFALS,-6.5019274813262875,2.292630433202733,9.610115572171035,0.0019357484318271428,0.026099277046859378
RASGRP2,-5.410664030363829,3.105362776295379,9.610064638444394,0.0019358021157186353,0.026099277046859378
LA16c-312E8.4,-6.67329153453034,2.1745514695194856,9.610035917279038,0.0019358323883478452,0.026099277046859378
MIR7846,-7.320061495037949,1.7246111227144618,9.608436655628832,0.0019375187967311236,0.026099277046859378
C19orf67,-7.019102531171109,1.9362024340930208,9.606496881309004,0.0019395662718719483,0.026099277046859378
KCNE3,-5.0836950792974385,3.4057131555212625,9.60604312594104,0.0019400455372813742,0.026099277046859378
RP11-210K20.6,-8.332032359531436,-0.2766868090691671,9.605504076259603,0.0019406150482671799,0.026099277046859378
RP11-618M23.1,-8.334162834904209,-0.2629926340843073,9.604639169785507,0.0019415291841328778,0.026099277046859378
RN7SKP269,-8.327335113233314,-0.2924833296154507,9.604375978465658,0.001941807442594411,0.026099277046859378
RN7SKP9,-8.333144472678239,-0.26555630442459727,9.604138131642282,0.0019420589404178239,0.026099277046859378
RNF24,-4.445877180475691,4.7592259093056315,9.603639946713617,0.0019425858252389357,0.026099277046859378
DSCAML1,-7.920496407793424,1.2606868178281743,9.602547643481467,0.0019437415621258753,0.026099277046859378
RP11-261B23.2,-8.325171600309265,-0.28529326315174763,9.600159327435076,0.0019462710045412945,0.026115910992634675
AP1M2,4.596942381330158,5.644457888186891,9.596357338187358,0.001950304540921751,0.0261206216694021
LSR,4.450596693008966,4.847409296139439,9.596243567728667,0.001950425370684841,0.0261206216694021
RPLP1,5.086253024342587,9.902640300927409,9.59617833454063,0.0019504946549279254,0.0261206216694021
SLC25A6,4.782830841865649,6.355440030295998,9.593553781923358,0.001953284265880448,0.02613406448584015
CHRNA2,-8.32141490120708,-0.2718175172486893,9.592804398203212,0.0019540815204880727,0.02613406448584015
AMZ1,-7.536135374000231,1.5623684198467054,9.590123178929103,0.0019569367197154763,0.02615496335762395
SLIRP,4.747779465218352,6.219632751801366,9.588803350695668,0.0019583437424882323,0.026156492164521046
RP11-21M7.2,-8.31071173900592,-0.2944141766690287,9.586620146494754,0.001960673432027306,0.026160258788796808
MAJIN,-8.312673997903383,-0.28355868741986306,9.586116382903143,0.0019612113952362123,0.026160258788796808
SNORD115-32,-8.309612664050821,-0.2832534783375563,9.582658179283149,0.0019649084120211763,0.02619230679660639
NKAIN1P1,-7.567030385081256,1.5274429811823704,9.576463676425178,0.0019715483612788723,0.026248403713024802
HOXD11,-7.2185497090786965,1.7903869357959892,9.575600171641534,0.0019724757655271733,0.026248403713024802
LYZ,-4.529967808940573,5.411277418321348,9.575104557097474,0.0019730082553748815,0.026248403713024802
LILRP1,-8.289279308792015,-0.3262484507717551,9.572002270197414,0.0019763446752295737,0.026254748754798846
DUX4L29,-8.296950728640969,-0.29482765570570374,9.571829593889719,0.0019765305515724984,0.026254748754798846
GPR26,-8.296614044975733,-0.2932027093650986,9.571042844436636,0.001977377667522285,0.026254748754798846
GLI2,-7.159451292245044,1.8236391324958339,9.568835489960795,0.0019797563557713356,0.026269094989529822
PPFIBP2,4.7422997645535485,6.228287517752412,9.567244944123917,0.0019814721571892934,0.02627463243822107
WNK2,-5.268220941852777,3.214378189278416,9.56290344900099,0.001986163223389448,0.02631958927654583
IL12B,-8.282673364130078,-0.30617247105642964,9.559210430379224,0.0019901624607031746,0.02635532551853975
EEF1A1P13,5.153711398502915,3.366904170388857,9.554994766557956,0.001994737660706312,0.026398637386783667
TMX2,4.5162773090601425,4.226069372458522,9.551432951300507,0.0019986115587682343,0.026432617576258314
ATP5ME,4.923774614682691,7.402375906880341,9.548591950668323,0.002001706953132455,0.026456264008252926
PTMAP5,4.467429069132372,5.070461528914473,9.546151601691681,0.002004369700645753,0.02646620319150339
MIR597,-8.250708511381397,-0.36849699121938134,9.542832569710834,0.002007996973904631,0.02646620319150339
PIN4,4.60205487089971,4.040269612864875,9.542627842634973,0.002008220931963173,0.02646620319150339
IFT43,4.432422090673185,4.781272988971348,9.542408624937947,0.0020084607698944625,0.02646620319150339
TSHR,-8.258449029485208,-0.3350816609997427,9.540892292045227,0.0020101205287329504,0.02646620319150339
CATIP,-7.443924717600141,1.6073909455780089,9.540722367554345,0.002010306612569346,0.02646620319150339
AC024592.12,5.787521890059313,2.804050318455192,9.536721582824224,0.0020146929111998554,0.026475559111244197
ENPP7P6,-8.254493930931186,-0.33298449354499343,9.535982756467375,0.002015503991405804,0.026475559111244197
TIMM17A,4.429665873590163,4.785063086183046,9.535211221011904,0.0020163513329039253,0.026475559111244197
RN7SKP56,-8.248930109302924,-0.35057949946078715,9.535161049599475,0.0020164064463382494,0.026475559111244197
CD40LG,-8.241111665675799,-0.3739265963530493,9.534111903804284,0.002017559285867979,0.026475559111244197
NIBAN3,-7.4844726199726,1.569170622410731,9.532813666123442,0.002018986761810413,0.026477120625556516
RPL38,4.969677972796264,8.082405161988548,9.52934351748325,0.0020228073893544885,0.02649660573663332
SPATC1,-8.149108557872614,0.9865265354237897,9.529085763452938,0.0020230914684012096,0.02649660573663332
RPL10AP6,4.7660617403906205,3.793594974708326,9.526911621878956,0.0020254892703354716,0.026501910143715016
MSX2P1,-8.238470985489556,-0.35891428433555894,9.526343883549549,0.002026115887933142,0.026501910143715016
RAB37,-5.1778869002957535,3.2836905753242505,9.520231659685024,0.0020328744633986485,0.026573136154309854
TERT,-5.777340166750409,2.781052461585054,9.51853143602121,0.0020347585419309513,0.02658059334794887
MIX23,4.436068126192282,4.511732313264876,9.51611712441993,0.0020374369694536733,0.026595442643723308
SNORA30,-8.234434712761004,-0.3365433266841121,9.515138273547143,0.002038523920949585,0.026595442643723308
RP11-576N17.3,-8.224706201813756,-0.3617161837501375,9.512250190551404,0.0020417343810169653,0.02662016443291127
TRBV19,-8.199044728734894,-0.4306223252177467,9.508358571787522,0.0020460685050465205,0.02663429553530164
GSTM2,4.516085026025464,5.415502021779323,9.50566686417212,0.0020490717361759656,0.02663429553530164
RHAG,-8.199877851653003,-0.4201160069531093,9.505188817717958,0.0020496055763503844,0.02663429553530164
NDUFS6,4.857578848873212,6.96437169659999,9.505116707702758,0.0020496861147042394,0.02663429553530164
KRT8,5.02631510565457,9.436195590226028,9.504586831205073,0.002050278022485936,0.02663429553530164
CLCA2,4.740830156928068,3.774199904978802,9.504195110304023,0.0020507157125772154,0.02663429553530164
RP11-956A19.1,-8.206931568301647,-0.3922253112067173,9.502837863161975,0.002052232968241647,0.02663690449799213
PLEK2,4.426246904670835,4.713704467353421,9.500444575602856,0.0020549111790332288,0.0266545690434214
RP13-726E6.2,-8.192586430465656,-0.41734882743791263,9.496117073286817,0.002059762876245066,0.02670038552262582
TRANK1,-4.443323066502682,4.416515614454175,9.493465228710305,0.0020627416798398267,0.026705460513863147
DDRGK1,4.45905111118085,5.159325475505533,9.491406154790116,0.0020650576397054955,0.026705460513863147
RPL17,5.080347162835534,10.364575553490154,9.491284896201298,0.00206519410845708,0.026705460513863147
NOP16,4.522396497780148,5.468540170013902,9.491072257030488,0.0020654334422631985,0.026705460513863147
CACNB4,-6.694860142748555,2.1178882679062023,9.487108939142793,0.002069899464693155,0.02673376542189956
ERAL1,4.453842984978604,4.494278859723937,9.486785014658832,0.0020702649081352415,0.02673376542189956
MIR3136,-8.16848222966215,-0.44833952633692215,9.481483621395517,0.0020762551128201334,0.026790279926249723
EXOSC7,4.422307303652457,4.943504842807155,9.480569915732856,0.002077289310812247,0.026790279926249723
LHFPL3,-8.180310716970421,-0.4008296207674928,9.476835992322327,0.00208152106701881,0.02681469374170858
NPPB,-8.180480298977388,-0.3991083187760268,9.476413176697074,0.002082000806066466,0.02681469374170858
KRT8P23,-8.428219058943862,0.016510043729386723,9.474486859897938,0.002084187881261442,0.02681469374170858
RP11-566K19.9,-8.178204492279633,-0.40016397194713366,9.474227095100229,0.002084482987680138,0.02681469374170858
GPR141BP,-8.170956930342886,-0.4174773383940751,9.472491220583754,0.002086456120065381,0.026823023881526672
MIR3196,-8.440870193883818,0.43277466866747294,9.467001884572115,0.0020927082079483586,0.026886142878927658
LYPLA1P2,-8.165908781400141,-0.41426788171167106,9.46584936325043,0.0020940232852577215,0.026886142878927658
CH507-513H4.8,-6.474391537269205,2.261397009756201,9.463093478039873,0.0020971712699525747,0.02689012262592615
RNU1-91P,-8.1432263768124,-0.47119202907558866,9.462932316550551,0.0020973555095028405,0.02689012262592615
HOXD4,6.786660588466495,2.125569123158078,9.462088941486426,0.0020983199222306594,0.02689012262592615
ATP6V1F,4.780388600574344,6.559178149863186,9.45843841915222,0.0021024995412349673,0.02690416008892534
RPS2P5,4.9845968491452926,8.881723866045542,9.458206800665009,0.0021027650145326125,0.02690416008892534
RP11-317B3.2,-8.141445168798052,-0.4598242541443331,9.45633033450371,0.0021049170104312878,0.02690416008892534
PRELID3A,-7.012716597897507,1.8823438129025607,9.455906164645885,0.002105403772427225,0.02690416008892534
TRGC2,-6.491810385201424,2.250816728276735,9.454577166489507,0.0021069296219474076,0.02690416008892534
FGD4,-4.6925243835682435,3.8141105490911706,9.453390039201352,0.002108293534931385,0.02690416008892534
TYROBP,-4.6833250839034966,6.139315177685533,9.453016917198525,0.002108722406772206,0.02690416008892534
RNU6-223P,-8.144542171691151,-0.4323390048709402,9.449107874694244,0.0021132208393883378,0.026933730507991988
RNU6-1114P,-8.114478775735305,-0.5103821562632608,9.44813318994145,0.0021143439983284714,0.026933730507991988
TRAJ31,-8.126915301891286,-0.4752568840955731,9.44663955570507,0.002116066333397585,0.026933730507991988
RHO,-8.139163295227473,-0.4406286007451614,9.446381284204046,0.0021163642949200523,0.026933730507991988
MRPL58,4.411261988170202,4.888641957178076,9.44040129682335,0.0021232751711927674,0.0270034582623124
ERG28,4.405126274694459,4.784433231579116,9.439332927259525,0.0021245122586410346,0.0270034582623124
GOLGA6L6,-8.130832746622007,-0.4390237687286997,9.436687244468214,0.0021275788974443295,0.0270254607594388
CDC26P1,4.409240255672337,4.552307273552196,9.425451196046579,0.002140652820160147,0.027174472908369243
SIM1,-8.103203129514352,-0.4764778569567803,9.421211082488977,0.0021456076364527285,0.027207542749756352
PLEKHG2,-4.418261327191088,4.434885428849089,9.420921004721663,0.0021459470337835997,0.027207542749756352
PGA3,-8.091367319262368,-0.4988015995150118,9.417481279641652,0.0021499757407762356,0.027241552357299394
KRTCAP3,4.397092744619073,4.776428254756636,9.41492970109306,0.0021529691794372327,0.027254429277880583
TRIM10,-8.079767330391336,-0.5175895604238488,9.41291351498154,0.0021553375005591846,0.027254429277880583
TCEAL2,-8.090949873862261,-0.48798382843131566,9.41257080733783,0.0021557403261314896,0.027254429277880583
ELSPBP1,-8.087976818883533,-0.4946772493900427,9.412027069533874,0.00215637960335492,0.027254429277880583
H3C4,-5.879065121921217,2.673611803431933,9.410027837243991,0.0021587317716272388,0.027267126965591245
RP11-589M4.4,-8.081295988424237,-0.49972858173319723,9.406938520804914,0.002162371581471894,0.027295598478515003
SCARNA6,-6.012157824189359,2.5694953852388394,9.405826131206709,0.0021636837143334847,0.027295598478515003
HTR6,-6.897456073876933,1.9465644892838179,9.403383191750478,0.0021665681485583234,0.027314957312197928
ALDOA,4.985236335319029,9.333785830359524,9.400273083274982,0.0021702459685024023,0.027318057213495967
CTD-3222D19.2,-7.471089282073651,1.5150362909695312,9.399893168804015,0.0021706956654102666,0.027318057213495967
AP004289.1,-8.073766261096157,-0.5021851132405374,9.399750852807271,0.0021708641462466773,0.027318057213495967
DDX25,-8.070897955260468,-0.5021785511599963,9.396628069383032,0.002174564394782132,0.027347613752900207
GRM1,-8.06580478901968,-0.5061107538999761,9.392717863652653,0.0021792066974437438,0.0273843037355924
TMEM258,4.769972751796909,6.637395596425553,9.391892015717962,0.0021801884515957183,0.0273843037355924
IGHEP2,-8.062350923031705,-0.5065688824755245,9.389193218590476,0.002183399865830492,0.027386804140983163
RP11-67L14.1,-8.060230987899041,-0.5119292046936903,9.389172820664989,0.002183424156455675,0.027386804140983163
PECAM1,-4.389268297724992,4.909743326276683,9.388313403533175,0.0021844478321495836,0.027386804140983163
SELENOW,4.912150042166989,7.9600855274593405,9.382580224978147,0.002191289248059749,0.027440338659779722
DNM1P46,-8.047960056449948,-0.5246916913850539,9.3813257515502,0.0021927891099211435,0.027440338659779722
KCNG4,-8.047624932442453,-0.5252512118487672,9.381173565371174,0.002192971136157496,0.027440338659779722
MTCO1P11,-8.045746423416373,-0.5242560777683086,9.378722082152732,0.002195905409247996,0.027440338659779722
ADCY10,-8.047087499130305,-0.5199874583450391,9.378320754892737,0.0021963861522433887,0.027440338659779722
TRBC1,-4.5740022896005375,3.969560716708867,9.377393570000283,0.0021974972192789605,0.027440338659779722
RP11-531F16.3,-8.302743185358926,-0.14662878790237308,9.376798608784249,0.002198210475290483,0.027440338659779722
GSDMB,4.420411538439183,5.169022623988451,9.374460760513005,0.002201015427642561,0.02745841379676154
RPS12,4.779979771294028,6.734823892653024,9.371722418708337,0.0022043055095531394,0.027482515086757718
FAM9B,-8.031164440368471,-0.5368374015986396,9.368314990102858,0.0022084064573693316,0.027516690064574155
MSANTD2P1,-8.007531122934523,-0.58832543856011,9.366477464045868,0.002210621189091885,0.027527335237707257
GPR199P,-6.905575252766738,1.9252705293497345,9.363903589457738,0.002213727214967429,0.027540723953180433
RP11-424M22.1,-8.01205598343581,-0.5715132553097619,9.363331259214275,0.002214418476492442,0.027540723953180433
SLC22A6,-8.023415278682602,-0.5409877840124326,9.36172773441661,0.0022163563830377986,0.027547893986959372
CARM1P1,-8.019453516307491,-0.5445941417417887,9.359019018805213,0.002219633853203836,0.027571694916869015
MTX2,4.480423087717043,5.469355932726833,9.357638665632109,0.0022213059325338234,0.027575537144062523
CALR,4.946710274397627,8.848000920941992,9.35531972355337,0.0022241178405400736,0.027576381939669208
COMT,4.765483080290935,6.678362776891358,9.35512077958504,0.00222435924457294,0.027576381939669208
LTB,-4.9046312663123,3.503696740188916,9.354211932787317,0.002225462402148743,0.027576381939669208
UNC93B7,-7.607190728791021,1.3783541856339243,9.348500589779572,0.002232407539629956,0.02759898705916341
PWWP4,-8.002098385898242,-0.5627989558597466,9.348493665160255,0.002232415973472979,0.02759898705916341
RP11-1212A22.8,-7.987278247324764,-0.5968182377364906,9.348308490355937,0.0022326415191932718,0.02759898705916341
AKR1C3,4.8395154116855945,7.2491369020398855,9.348081091378468,0.0022329185262199855,0.02759898705916341
MRPL14,4.455879883424477,5.373551412277997,9.347106362634227,0.0022341062912236056,0.02759898705916341
RNU6-547P,-7.979851917697722,-0.6081559623245695,9.345754931325585,0.002235754151127736,0.027602492524752737
COX6C,4.889362349789799,7.831041612509455,9.34259769997839,0.002239608709400042,0.02761355106964215
ASGR2,-7.241323951371748,1.6630395050500073,9.342021491334505,0.002240312910371739,0.02761355106964215
PTTG1,4.391755392473852,5.02110822749924,9.341614603655936,0.002240810314678929,0.02761355106964215
IMPDH2,4.77016660997958,6.743006634644773,9.340553134965134,0.002242108446129086,0.02761355106964215
RP11-317F20.2,-7.982392570735058,-0.5861234728406606,9.337785810320446,0.0022454963556349395,0.027638454231309614
ARID3C,-7.422294594948384,1.5240032569376922,9.33363169314023,0.002250591803676844,0.027684331396596314
SSC4D,-5.637134462339288,2.8299849837259585,9.330954961347313,0.002253881300453606,0.027707951466998004
UBE2N,4.438084515618045,5.330352986080646,9.323678636805377,0.0022628480137276146,0.0277867564800447
DDX18P1,-7.964465023106187,-0.594754231367954,9.322511261839127,0.0022642899507234254,0.0277867564800447
LCNL1,-7.96481997820249,-0.5934957353819922,9.322313948975694,0.0022645337628753575,0.0277867564800447
KIR2DS4,-7.95848119331695,-0.6059925416622624,9.321302134847274,0.002265784442405424,0.0277867564800447
ZNF467,-5.295374700366158,3.1076926565227856,9.316378282269111,0.0022718807098459875,0.027844643345689615
DCLK1,-7.9506244577618155,-0.6099100106651233,9.314802234916419,0.0022738355421038693,0.027851732563239584
DPPA4,-7.932602648666861,-0.6443724770606727,9.31232378825289,0.0022769131072822462,0.027863274290878936
KLF1,-7.474100834273797,1.4670184136960789,9.31182596029792,0.0022775317853775024,0.027863274290878936
OR13C8,-7.896919749003904,-0.6997509384812798,9.302800572414109,0.002288777750228899,0.02798393823316119
RBM22P7,-7.9268473898503595,-0.6351422580531774,9.30134584490148,0.0022905956590077436,0.02798925311595513
PNMA6A,-7.380653158463057,1.5423702820604266,9.299710947378118,0.002292640466632318,0.02799733243349726
KISS1,9.24467885854467,0.6195625833102992,9.297508550180845,0.0022953979884995784,0.028014100299933033
RNASEH2A,4.460407193498978,4.182975095273893,9.296203512197923,0.0022970335549264615,0.028017163341734146
RAB4A,4.359676227725996,4.720564863509071,9.294006201631166,0.0022997900525794784,0.02803388657466611
RP11-296O14.2,-7.904062273823173,-0.6641578709148382,9.291494455620667,0.0023029451164209634,0.028047313875565655
SCNN1A,4.490860616384544,5.592396854674391,9.290088746427118,0.002304712777318151,0.028047313875565655
RN7SKP64,-7.896772626975884,-0.6761797439492732,9.289820847023567,0.002305049813445302,0.028047313875565655
KRTCAP2,4.8160998631853005,7.197900075606137,9.286976067684353,0.0023086318304339592,0.028074017481268726
IL1R2,-4.356909856351156,4.603131186411204,9.28517758584307,0.0023108993103685693,0.028084713240425226
SLC4A8,-8.079951234593974,0.8563507196634047,9.277874091708997,0.002320130612049826,0.028156187252063907
RN7SL471P,-6.214685266639462,2.3798284016442506,9.276441972483887,0.0023219451318678987,0.028156187252063907
CAPS,4.5921219162819735,5.977294212069608,9.275107883295178,0.002323636741257214,0.028156187252063907
MRPS18C,4.356066194047261,4.636731270755158,9.274940448873332,0.002323849134426105,0.028156187252063907
SLC9A7P1,-7.8838022922489905,-0.6737427073085095,9.274365621012084,0.0023245784624144786,0.028156187252063907
NECTIN4,4.665347197703229,6.312329160289064,9.273268492301208,0.002325971118050712,0.028156187252063907
POTEG,-7.885607529175545,-0.6670210512258943,9.272835766933408,0.002326520636790257,0.028156187252063907
RP11-1102P22.2,-7.872441267608463,-0.6860368061657515,9.268466748307533,0.0023320762457876413,0.02818293375573231
RP11-83B20.5,-7.873241189126573,-0.6830439180894448,9.267852493640236,0.002332858405607283,0.02818293375573231
CSRP3,-7.872266989816678,-0.6849745527397566,9.267812750946176,0.0023329090210452985,0.02818293375573231
