gene_name,logFC,logCPM,F,PValue,FDR
ZNF30,1.7752730927438451,1.129232780920843,0.839318380459418,0.3595945166034573,0.5589854629112943
SPRED1,1.4263193681554902,2.749184228591919,0.8392358991436474,0.3596181248420671,0.5589854629112943
STX16-NPEPL1,-1.592398186378877,2.0564352596716433,0.838908701764369,0.35971179803218933,0.5590881199156119
JMJD8,1.1610321196127034,4.388754423585551,0.838602497737765,0.3597994914784812,0.5591761162812975
MLXP1,1.7607794546546853,-1.0109637877099065,0.8385180476143292,0.3598236822386348,0.5591761162812975
SLC35B3,1.355364478886395,3.0471114541386384,0.8377921999177325,0.3600316938913535,0.5594393902473815
ANXA9,1.253500912717712,3.555520373623644,0.8377339633073818,0.3600483903727032,0.5594393902473815
MMEL1,1.3110776662173995,3.25446308187428,0.8376012050531234,0.3600864562542949,0.5594523543444879
GPANK1,1.3326726534644096,3.1530418473800648,0.8375120271433696,0.3601120294211493,0.5594523543444879
CRYZL1,1.2820609110573473,3.395680026393005,0.8373598335610637,0.3601556791009076,0.5594772122375914
PRKAB2,1.469390646784248,2.5617252929871888,0.8363752223847004,0.36043824541100633,0.5598590053776177
ZNF333,-1.4143961727486318,2.785581836795169,0.8362468327977304,0.36047511350426054,0.5598590053776177
RPL23AP2,1.8051139965995813,0.9906438256527073,0.8362073264919005,0.3604864591004895,0.5598590053776177
ING2,1.3555518974762222,3.0433934227637653,0.8361179636273665,0.3605121245401709,0.5598590053776177
ZNF585B,1.700052203802899,1.544310578201851,0.835915533793102,0.36057027266587127,0.5598864777187131
ATP2B4,1.1519407227188767,4.7963393710654705,0.8358637372840912,0.3605851533298873,0.5598864777187131
RILPL2,-1.3158606122909757,3.220069873348486,0.8355325166873295,0.36068032999891775,0.5599912896131436
SMAD1,1.2221414473934984,3.737070129212147,0.8352425684133903,0.36076367544064647,0.5600587266532905
MVP,1.153218923639734,4.55060500411232,0.8351888473821072,0.3607791204312153,0.5600587266532905
XAGE5,-1.6818304094057552,-1.3742005634494108,0.835083016348749,0.3608095499026248,0.5600629980269725
IQCC,1.7480352716035852,1.2810205238898793,0.8349458716063373,0.3608489882317203,0.5600812515815649
PRRG4,1.1545998304955154,4.480777472133444,0.8347802604646787,0.36089662048602544,0.5601122193231113
RP11-471J7.1,-1.6260747419211117,-1.7201237107413596,0.8341878872153428,0.3610670669239965,0.5603337755354758
SH3BP5,-1.1731431454031822,4.140347094524497,0.8338866248976593,0.3611537931846803,0.5603842071990275
TLR3,1.6464715588493264,1.7872634884035608,0.8338388831808025,0.3611675395274391,0.5603842071990275
UIMC1,-1.1545238863708127,4.456428578519708,0.8337864225345991,0.36118264543067535,0.5603842071990275
WDR59,1.2850823901455977,3.367059845293981,0.833400928393757,0.3612936741766669,0.560513493595404
MCCC1,1.2014883114093284,3.87311004837851,0.8332194579647001,0.3613459569878551,0.5605516283079767
SEMA3G,-1.7685323702095126,1.1016566830381804,0.8329778189176593,0.36141559097349774,0.5606166717783616
ARHGAP21,-1.381615652598265,2.911408083633157,0.8324595535968626,0.36156500379223444,0.5607441217512675
ADAM20P1,-1.711179800045808,-1.2575800768064225,0.832444895616647,0.361569230840327,0.5607441217512675
AVIL,-1.7176600864404743,1.4186536941494545,0.8324044682636377,0.3615808895779856,0.5607441217512675
CDK5RAP2,1.4637274097287225,2.574541603075188,0.832298110815332,0.3616115641997303,0.5607487164979341
ARHGAP19,-1.5557503068786909,2.1846070353252918,0.8319942628517579,0.36169921697912877,0.5608363130393952
GPAA1P2,-1.8257416925596037,0.48393410441352797,0.8319101554013884,0.3617234851236544,0.5608363130393952
CMC1,1.3703215579125652,2.9634085591462984,0.8315799893189413,0.3618187721152385,0.5609410706215024
FGFBP3,-1.8234063478460176,0.5121864968398456,0.8314059705954098,0.36186900842167125,0.5609759737541191
CAPN12,-1.2798091174206458,3.380027741174652,0.8310226267400898,0.3619797073810541,0.5611045946725625
PPP1R36,1.4724491835133342,2.5288899420106126,0.8307865221420564,0.3620479110373842,0.5611673289805797
NUP160,1.3508646830884319,3.042814297027763,0.8305587809770681,0.36211371555814775,0.5612263353491973
CLEC10A,-1.811222281756256,-0.2826844969145569,0.8302981423551726,0.362189045881671,0.5613000952298087
SUN2,1.1921960305148767,5.8726973364960005,0.8300060865155272,0.36227348219029953,0.5613466540800106
IGFLR1,-1.45595622242619,2.590285472005881,0.8300023191011613,0.3622745715656466,0.5613466540800106
AC015849.16,-1.7450381975530627,-0.9110846796945017,0.8298502470424972,0.36231854808835007,0.5613718086192775
IER5,1.1472943918470042,4.776224708910692,0.8296891227086108,0.36236515041267325,0.5614010273792546
IL36RN,-1.8067835454563672,-0.32656242871583757,0.8295090305285674,0.3624172486461663,0.5614383894017534
TEX14,-1.5360364949075018,-2.453327517082993,0.8294139506971109,0.36244475812973087,0.5614383894017534
PSRC1,1.5255554139601926,2.305610291098005,0.829135418135637,0.36252536266611135,0.5615202628252268
USP10,1.1469882001254446,4.8058477568598486,0.8289175558685901,0.36258842708887895,0.5615716048154749
IQCD,1.8350272015293427,0.160660098015906,0.8288291756912138,0.3626140147526066,0.5615716048154749
THAP2,1.6044986170167985,1.9602394481905514,0.8285428901639988,0.3626969167364702,0.561657006976542
PMS1,1.3388719636396966,3.0863138899083236,0.8283102636745362,0.3627642995334672,0.5617183655540028
SGTA,1.1469808097024732,4.581771566064281,0.8273618603508358,0.3630391940231451,0.5621010093395318
LSS,1.4167708737822966,2.750647920539106,0.8271034745794924,0.36311413699143036,0.5621685141989975
RP3-342P20.2,-1.8237869062197796,0.005630838770487711,0.8270199862538494,0.36313835676279205,0.5621685141989975
TAZ,1.1674107295942837,4.1568698437433085,0.8268024494246955,0.3632014741899513,0.5622232122271775
MZT1P2,-1.8069845206446806,-0.3076152004225351,0.8262499276531281,0.3633618543486914,0.562389085440951
MEPCE,1.1468716787568438,4.557730533917628,0.8262417954169751,0.36336421561922383,0.562389085440951
RTN2,1.1858542982229527,3.957936770795077,0.8255567137601617,0.363563211688568,0.5626540411868584
RCL1,1.2994340204196744,3.2659854985057932,0.8251580854595583,0.36367907086871687,0.5627903027706092
C4BPB,1.7723217996468486,-0.8080400918589365,0.8249919817953646,0.36372736308621856,0.5628219922038412
SEC23B,1.1586855461656775,4.250280707501901,0.8246739467678089,0.36381985189276445,0.5629220601812271
CD79B,-1.8080164713363132,-0.23901424560847784,0.8242772629170232,0.36393525843859165,0.5630575697304765
ELMOD2,1.1629102865345928,4.181697093161482,0.8240552643263586,0.3639998662153755,0.5631144719318136
TGM5,1.567693433712824,2.1055443215264504,0.8238552548542767,0.3640580881407246,0.5631322497049047
RIMS3,-1.8206349215116244,0.3736411724912818,0.823824585227681,0.3640670170812732,0.5631322497049047
PODXL2,1.210666443767134,3.7604953272934134,0.8237253066737766,0.3640959224238771,0.5631339134943938
ELL2,1.1950952166245257,3.8710767306484875,0.8235268319973603,0.3641537186335536,0.5631802580671016
ZNF345,1.6740463151648672,1.6010116832576515,0.8227717857741514,0.36437370566257565,0.5634774118519082
SMCP,-1.6271407055750782,-1.6690942373917945,0.8218245198920213,0.3646499573378238,0.5638615227518619
CRAMP1,-1.6092428215310013,-1.7542336111128256,0.8215932066265869,0.36471745941992695,0.5639228082342952
BRAP,1.2504884956898659,3.5034425697998306,0.8214314160065082,0.3647646836184847,0.5639527332686459
PPIAP6,-1.6937401789080113,-1.2144920789095908,0.8213223613535022,0.36479651977725447,0.5639588645192715
RP11-74E24.2,-1.7649359566533276,-0.7157926278049336,0.8210258460579855,0.3648831005019364,0.5640496209821759
DALRD3,1.1595814727846503,4.197652080810112,0.8206517671523491,0.36499236996971496,0.5641312574465691
PLIN3,1.1495612294442812,4.359642106434976,0.8206132249993435,0.3650036308141723,0.5641312574465691
MALSU1,1.2662363843878839,3.4118107675102274,0.8205587485431474,0.3650195479984151,0.5641312574465691
SLC66A2,-1.1988324715569596,3.8171561225671855,0.8197389745445124,0.3652591895838355,0.5644256572874593
AIFM2,1.5606599765588078,2.117710362853331,0.8197162842490697,0.36526582565748844,0.5644256572874593
MID1IP1,1.1634479433333298,4.140984794350267,0.8195112069212939,0.36532581078658277,0.564427218592605
RP11-449K6.5,-1.805942966424763,0.603923186444967,0.8193771800360831,0.36536502103693647,0.564427218592605
UBA7,1.1405376299198955,4.840571832956051,0.8193421087362063,0.36537528228811367,0.564427218592605
RNF2,1.3729150792813334,2.902500171662513,0.8193314173053965,0.36537841049392306,0.564427218592605
SPATA25,-1.8025011768805292,-0.24320630122012513,0.818713171684429,0.36555936616411355,0.5645936106555919
DUSP9,-1.474690869615775,2.468303071932607,0.8186920373834252,0.36556555420561754,0.5645936106555919
AMMECR1,1.3823653301342858,2.858850248170376,0.8186571331771925,0.36557577434012345,0.5645936106555919
NCDN,1.2988529066249648,3.238598407705048,0.8184986669218911,0.3656221790736509,0.5645936106555919
ATF7IP,-1.1408113525635235,4.555648823472801,0.8184868749594628,0.36562563251944036,0.5645936106555919
JAM2,-1.8147429036326577,0.33839333907847136,0.8183719757233989,0.36565928478129484,0.5646024897023656
WDR82P1,-1.817773960924379,0.18189027174900288,0.8181072290159676,0.36573684147342833,0.564679153610165
CCDC127,1.6810621481162042,1.5462585782466012,0.8177913944520445,0.36582939403755377,0.5647442993624489
SPDYA,1.8066907833473809,0.540326432432091,0.8177727649525728,0.36583485426454065,0.5647442993624489
MAP4K5,1.2006414994907935,3.792609592630883,0.8175133891192101,0.3659108879635452,0.5648185840218427
NDUFB4P11,-1.681584791911562,-1.2952412304642764,0.8173116541206956,0.3659700399265675,0.5648668007562238
PMS2P8,-1.613759035186457,1.8601982313800391,0.8169929276649611,0.36606352271930465,0.56496799498323
SLC7A6OS,1.3266971015092761,3.0978101551405985,0.8161488361130939,0.36631125576879964,0.5653072193777959
SLC44A2,1.2194579680793285,6.704856814233371,0.8159546483966145,0.36636828098651464,0.5653521059835372
ZNF44,1.3404661042379975,3.0315532698879837,0.81556018107783,0.3664841583153544,0.5654877949909407
LCE1E,-1.8055899068346504,-0.07136480125508982,0.8150810301277323,0.36662498046239134,0.565661950412237
ZBTB2,1.396357663163849,2.786712910638205,0.8148017825967921,0.3667070857834104,0.5657454925912861
RP11-303E16.9,-1.6866859182935836,-1.1929204114491463,0.8146948246600437,0.36673854068765677,0.5657508859354071
POGLUT3,1.364551589375853,2.9203113795089917,0.8143124537562327,0.36685102152468385,0.5658812639542596
RP11-401L13.4,1.6855944894316577,-1.3500378978153573,0.8139983255737077,0.36694346347229034,0.5659807137252683
TAF7L,-1.810793541715735,0.13262940043679639,0.8132962439357353,0.3671501897617131,0.5661663230219757
DNAJC5,1.160692411820306,4.117873444673115,0.8132683590033205,0.367158403755263,0.5661663230219757
HIP1,-1.4512503555316432,2.545125838063567,0.8132263335683532,0.36717078356306065,0.5661663230219757
USP28,1.4181025588640421,2.6902764373513457,0.8132095827515898,0.3671757181624604,0.5661663230219757
NELL1,-1.8105943137860605,0.14642038618077313,0.8128374450751589,0.36728536944367896,0.5662922470811371
NFATC2IP,1.1740345574065252,3.969109588076054,0.8115493040103989,0.3676652749989636,0.5668275131204981
NPIPA3,1.7770683531776288,0.8838744344666909,0.8114704244836775,0.36768855632417385,0.5668275131204981
BRINP3,-1.7261436230102372,-0.8883175393997211,0.8110916541927514,0.367800379092893,0.5669315594700263
GGT2,1.6776226666747434,1.5302135927705853,0.8110520173234614,0.3678120836532002,0.5669315594700263
PLAA,1.3526580478868193,2.957852123634782,0.8101696255822182,0.36807278350971306,0.5672901800837111
MTX3,1.5499715910525513,2.115386609953922,0.8099989831962705,0.36812322892095295,0.567324717228902
C1orf50,1.6212213650929599,1.8039362754538586,0.8095878494628531,0.3682448080485631,0.5674688668694444
C1orf115,1.5218523052543955,2.2399855412233975,0.8094070825104497,0.3682982815448801,0.5674886950431944
RP11-58A11.2,-1.645950637666469,-1.3845268560072703,0.8093012801210996,0.3683295844448148,0.5674886950431944
ACP3,-1.3925428748292747,2.777344037586942,0.809206854507462,0.36835752451640724,0.5674886950431944
CCDC65,-1.804856621855498,0.07391768862651601,0.8091651869537103,0.3683698546771613,0.5674886950431944
MRPL36,1.1473486181202215,4.250880666357805,0.8090109602214127,0.36841549807289387,0.5675158041645103
SBF2,-1.14410125718,4.2934871924811135,0.8088047240306054,0.36847654596643364,0.5675666367991767
SOCS4,1.4598997527745319,2.4912496781686944,0.8086998486097003,0.368507595498607,0.5675712585564251
RPS13P5,-1.7245540445251601,-0.8500819566615871,0.8079749982403385,0.36872229509691645,0.5678587138508338
RP11-320L11.2,-1.8026950303248583,-0.06594062412627025,0.8075995755376397,0.36883356319945104,0.5679631124398478
RP11-644F5.10,1.7803784542777765,0.8245340890148796,0.807553472444273,0.36884723049676404,0.5679631124398478
CHST10,-1.7286647756851803,1.1788522952662908,0.8074181045082535,0.36888736450040205,0.5679631124398478
SNORA3B,1.6728142347134136,1.5192753409552657,0.807367542767435,0.36890235664921767,0.5679631124398478
CREB1,-1.2064285146442622,3.6963625595713006,0.8069953484396555,0.36901274274651463,0.5680898394305937
PMS2P5,1.7231780022535108,-1.069970954195483,0.8068162659697691,0.36906587175603034,0.5681284073779592
FTH1P23,-1.7618171089724732,0.9153655208578823,0.8065299735179999,0.369150829251089,0.568215961501277
CDC34,1.132708157154137,4.916037138935296,0.8062990973509051,0.3692193617667541,0.5682782220544815
AIDA,1.1754925651169599,3.9247378142234255,0.806189752523979,0.3692518255074383,0.5682849626667945
GNS,1.175720069835628,5.8994641209541285,0.8059997360698232,0.36930824956967745,0.5682904776525199
RPS4XP1,-1.6437950176270246,-1.4856070787273081,0.8059885282970636,0.36931157801485726,0.5682904776525199
PARPBP,1.5740247224102735,2.0146128836210453,0.8058915324446432,0.3693403852501773,0.5682915896538163
RNU6-50P,-1.7988887307418504,0.06884865280204486,0.8055478960938743,0.36944246855666085,0.5684054403318152
ODF2L,1.2026100734412848,3.712815273419726,0.8053256049758163,0.3695085250411333,0.5684638488715374
ELAC1,1.4748306601182257,2.4176645423636476,0.8048294018955463,0.3696560371577724,0.5686221079755069
SRFBP1,1.505559739108374,2.2836703573796178,0.8047865017132413,0.3696687944533028,0.5686221079755069
MTPAP,1.4837777143940873,2.378667920589283,0.804629928810042,0.3697153599943305,0.5686221079755069
ARTN,-1.4596572139630646,2.475924831824541,0.8046015559609472,0.3697237990923521,0.5686221079755069
RP13-401N8.3,1.791246695196891,0.5710752903607105,0.8041473181560683,0.36985894219909965,0.5687813144973236
C2orf88,-1.6896846737484148,1.4011991847662337,0.8040423601726587,0.36989017869433016,0.5687813144973236
RRN3P1,-1.7963467825922663,0.3712942972087899,0.8039702445153933,0.36991164313243285,0.5687813144973236
MAD1L1,-1.1721704529712904,3.9314960060629387,0.8037345693026097,0.3699818013996172,0.5688187700662907
GLS,-1.2602879018582342,3.3680402377140988,0.8036995632553586,0.3699922239492225,0.5688187700662907
SLC16A6P1,-1.688399157570403,-1.0923371526039394,0.8035593619003587,0.37003397100004953,0.5688397328257998
DMRTA2,-1.699826782117484,1.334522140115676,0.803284745065118,0.3701157613071684,0.5689222447622723
RAD51C,1.3624886724174488,2.892765262099432,0.8029793370257723,0.37020675190538277,0.5690188852871569
TRNT1,1.167269338299497,3.9738909002418623,0.8028019319668087,0.3702596207420721,0.5690569212908878
HSP90AB3P,1.7207071384135872,1.2310205295229786,0.8025152589642723,0.37034507499929237,0.5690748028877551
SLC25A5P1,-1.6607605794140081,-1.3542838628845442,0.8021389334345124,0.37045729551942985,0.5690748028877551
FOCAD,-1.2251119171621316,3.556200383157964,0.8021355763198026,0.3704582968267266,0.5690748028877551
RNU7-140P,-1.7289012370248558,-0.7884450005042923,0.802100146516786,0.37046886450052796,0.5690748028877551
VANGL1,1.4641208483570942,2.448634081477199,0.8020197904279476,0.3704928339299687,0.5690748028877551
SERHL,1.6808894557832337,1.4470888232108983,0.8019837764694364,0.37050357724111804,0.5690748028877551
SERINC1,1.1908772735960196,6.256620472878117,0.8019597652004514,0.3705107402757427,0.5690748028877551
ANXA2R,-1.8023880064031843,0.14820001881686415,0.8019248863627784,0.3705211456644407,0.5690748028877551
BMP2,1.1337866362695526,4.402027075204792,0.801914095058421,0.37052436511223985,0.5690748028877551
AC005041.11,-1.5457823098836383,-2.0465332610105946,0.8017005820452217,0.3705880720195044,0.5691286929514116
MIR6499,-1.728490798461368,-0.7893166006422861,0.8016079869396435,0.3706157048194094,0.5691286929514116
AFDN,1.136388416534525,4.34047992299595,0.8015039902981753,0.37064674356401117,0.5691331655803434
STX12,1.1269545062284927,4.790532495485453,0.8013551680504699,0.37069116722954254,0.5691345321291907
RFC2,1.2755063964711657,3.283937559765255,0.8012672192712346,0.3707174235662024,0.5691345321291907
PEX1,1.2822376743676165,3.249168023695313,0.8012183564460819,0.37073201225573826,0.5691345321291907
BCDIN3D,1.604304382598755,1.841081382620064,0.8011021913822528,0.37076669820030683,0.5691446015842215
SHBG,-1.7733709447738992,-0.34304928104709803,0.8008935191782771,0.3708290174032176,0.5691970846661691
IFI27L2,1.2604616514222566,3.3573678981811588,0.8004333264472742,0.37096650399652886,0.5693649278193084
BICD2,1.2220976800699195,3.5696365348581227,0.8001943012041842,0.37103794295496884,0.5694313823051798
NEK3,1.5282364510786832,2.174899489637031,0.7999616218240825,0.37110750373781387,0.5694538501627336
TGS1,1.4248304218802699,2.6036236106945445,0.7999570626212816,0.371108866918506,0.5694538501627336
GJA5,1.7656853767071312,-0.5543056173893766,0.7998490815555409,0.371141154805099,0.5694602113649665
CNTNAP1,-1.7887239176431533,0.45895712105754577,0.7995291409364773,0.3712368446710076,0.5695109464188931
MRM1,1.308334048669327,3.114622267463227,0.799478105053345,0.3712521119923772,0.5695109464188931
TTF2,1.6136144954391045,1.7857863107197443,0.7994327179354549,0.37126569022930733,0.5695109464188931
SEH1L,1.1650973137296345,3.9665720018209627,0.7992784640378033,0.3713118427807245,0.5695109464188931
CLGN,-1.782076248118246,-0.1959382600586253,0.7992680959046403,0.371314945199133,0.5695109464188931
ALKBH1,1.3993197275355522,2.718038104886107,0.7988188076476961,0.3714494188614792,0.5696598289090622
BANK1,1.5658685206591676,1.9927334754885457,0.7987556776081918,0.37146831937015445,0.5696598289090622
RP11-405L18.4,-1.7489372456225858,-0.5620947488246322,0.7986008264344973,0.37151468596808856,0.5696737858703598
ADIPOR2,1.1475260415398372,4.148410056756236,0.7985372449181412,0.3715337263222702,0.5696737858703598
PLXDC1,-1.764307251635774,0.7887415302127632,0.7979522901305877,0.3717089630202308,0.5698992928257592
RNF44,1.128073919169957,5.005189188467437,0.7976853591919969,0.3717889667174974,0.569978766689034
C12orf56,1.5236755662613073,2.1800439152607667,0.7971872298234447,0.3719383288496122,0.5701310632924967
STOM,-1.1616915905255694,3.9854215936122577,0.7971351674353216,0.37195394439270546,0.5701310632924967
ZBTB43,1.4366337515056302,2.5452094239679814,0.7970721931020658,0.37197283407894943,0.5701310632924967
SNX6,1.1535068386606198,5.620035300825081,0.7969041989748384,0.3720232319054064,0.5701527031814723
SNORD117,-1.7155333947105198,-0.8821515473519551,0.796837294314801,0.37204330579728984,0.5701527031814723
NAGLU,1.2321495235793982,3.4945938493463897,0.7965924984684403,0.37211676658398996,0.570180462326288
EDN2,-1.7495395237903806,0.9185480565630808,0.7965849221057885,0.3721190404982174,0.570180462326288
FAM95C,-1.7763590294552363,-0.23635984454738415,0.7964952571976421,0.3721459533453564,0.570180462326288
POGLUT1,1.2036583358628552,3.663939756984617,0.796200608608763,0.37223441104115274,0.5702728124937708
SLC24A1,1.681450329138589,1.4045903778002888,0.795816614700174,0.37234973560545526,0.5704063063045186
RP11-347C12.8,-1.639393171528515,-1.3773047332960986,0.7951159761433497,0.3725602865955332,0.57068564718097
AGPAT5,1.2215978374564014,3.5455854419939166,0.79490801060456,0.3726228149954691,0.5707232924616967
UPF1,1.130481612885621,5.155863585730269,0.7948466329186734,0.37264127205356745,0.5707232924616967
CLDN11,-1.7861763167667166,0.36617979663869366,0.7945858806141124,0.372719697880475,0.5707557916614346
GSE1,-1.1558518837942564,4.018007254312986,0.794495110723996,0.37274700393510063,0.5707557916614346
XPA,1.3216170799212479,3.0361434779134178,0.7944947555436191,0.37274711078852774,0.5707557916614346
CDCA7L,-1.5555244507557444,2.0207519290613005,0.7943526793223429,0.37278985682177546,0.5707780533284372
FBXW2,1.2696253987519177,3.2831436271611283,0.7941452170817734,0.37285228766681366,0.5708245370176825
MAX,1.140523655734124,5.408003225012144,0.7940643188372982,0.3728766360414988,0.5708245370176825
TUFMP1,-1.7727312161914486,-0.23640760707249925,0.7935086443332149,0.37304394050537104,0.5710374563980772
TBCCD1,1.5031090406156744,2.2537123326445054,0.7931725535818884,0.37314518290822607,0.5711492266375156
ENG,1.3438888970752827,2.930931752579953,0.7928039267575212,0.3732562705630914,0.571276048320411
PPP1R3F,-1.6354868944543501,1.6287692295165928,0.7925933198976507,0.3733197588464201,0.5713300045573522
RP11-185E8.2,-1.7823816018836542,-0.015819859241963507,0.792447513739282,0.37336372155658915,0.571354072880404
CTA-216E10.11,1.7618661209552424,0.7670025552418973,0.7923242250833225,0.3734009005641823,0.5713677573288134
NOC3L,1.464982510923241,2.404886324871582,0.7920478265031646,0.3734842703437431,0.5714521142083662
KIAA1109,-1.1201175357177242,4.81305644697999,0.7917709426038498,0.3735678126506722,0.571536722288398
CALML4,1.7707438921174277,0.6977175245825457,0.7913050592127296,0.37370843958188105,0.5717086470809226
ZSCAN30,-1.5487031456057145,2.031992443339604,0.7904054629371212,0.37398019272692895,0.5720811309214853
SETD7,1.4212699290789133,2.5833287859160894,0.7901265691123445,0.3740644981680421,0.5721391113508312
GPC3,1.4120135808774483,2.6252087777781026,0.7900930076956876,0.37407464507889776,0.5721391113508312
RAB26,-1.5967780116065124,1.8039764408766084,0.789194793969496,0.3743463531399639,0.5724911367803379
ABLIM1,1.1264069872377094,4.358573761771344,0.7890371063789706,0.37439408190513657,0.5724911367803379
SLC2A6,-1.4773313594888065,2.3379174445415662,0.7890213243192318,0.3743988592772096,0.5724911367803379
KLF13,-1.1698783521185383,3.8617840495521354,0.7889581815705049,0.374417974012898,0.5724911367803379
ROCK1,-1.1373579719686866,4.171781266102107,0.7883878964962082,0.3745906741922883,0.572711922348391
SETD6,1.3377551854280583,2.9371315467227124,0.7880872048384645,0.3746817780267825,0.5728079312762121
SLC1A6,-1.5667243089318146,1.936853678840775,0.7877050130548912,0.37479761970780257,0.5729159761101231
RGS10,-1.265883052183316,3.27307400877244,0.7876672184382928,0.37480907792171037,0.5729159761101231
SLC25A10,1.3586309597732757,2.8430421622197173,0.787488720437045,0.3748631998970928,0.5729554233641266
HTD2,1.575459895537568,1.8864319572216113,0.786257526587008,0.3752368062524133,0.573388044254956
SETD9,1.2601096865426173,3.298928596826035,0.7862476139862882,0.37523981635600556,0.573388044254956
C2orf49,1.2832391655457698,3.1822432627708044,0.7861840347194786,0.37525912391953065,0.573388044254956
LCTL,-1.658666192821365,-1.187591483209834,0.7861824891780042,0.3752595932823515,0.573388044254956
TPCN1,1.2463312909610103,3.368237560612917,0.7859139742606676,0.375341150624227,0.5734693584174897
ARPC2,1.2233458003816342,8.010546467201126,0.7857199833881092,0.3754000878988728,0.5735161025771002
WBP1L,1.195778941825505,3.662017298869363,0.785618725211773,0.3754308567802286,0.5735198087685283
CTSV,-1.7610447943833076,0.6496123252912531,0.7854220480547212,0.3754906303306972,0.5735508147617463
TMEM184A,1.1339296039648685,4.189943039454121,0.7853001568254491,0.3755276818662907,0.5735508147617463
ANKRD16,-1.584645602987431,1.8405195048196497,0.7852342625376013,0.37554771403062226,0.5735508147617463
GPAT2P2,-1.7739043290229874,0.0076545942791187245,0.7851789464441551,0.37556453153413083,0.5735508147617463
LZIC,1.1857868739941024,3.7233159529134894,0.7846863875667833,0.3757143286460247,0.5737025388419554
NANOGNBP3,-1.5308038910593456,-2.0644611324252846,0.7846658204112704,0.3757205853587148,0.5737025388419554
CASK,1.3791652151969702,2.741045447339438,0.7842519873799315,0.37584650817236176,0.5738223925604916
RP11-142L4.2,1.7997042751314472,0.016796800973480325,0.7842214782210631,0.37585579397068225,0.5738223925604916
RPL9P28,-1.521026027902927,-2.2101712335154433,0.7840569729579687,0.37590586851254293,0.5738369326382649
MT-TF,1.1628069883383318,5.969903651923273,0.7840038691306618,0.37592203504091126,0.5738369326382649
AMY2B,-1.761825492717433,0.6230617841627368,0.7839086357046662,0.37595102963297544,0.5738379033433852
EIF1P7,1.6726721230821275,-1.1968219193234715,0.7837443817536656,0.37600104546921675,0.5738709575403229
GATM,1.1450788610505853,4.042907418897153,0.7836451533330013,0.37603126536032894,0.573873795502395
RP11-212P7.1,-1.7685655927276123,0.5862456597690304,0.7834335758640105,0.3760957124104982,0.5739288643006358
KAT14,1.4333632896176238,2.504295152190591,0.7830857077740492,0.3762017076836176,0.5740473233525377
PANK3,1.2923738936642573,3.1234846572780017,0.782629277537778,0.37634084549252333,0.5742163330222598
PGAM5,1.124624884803389,4.30235337682015,0.7824930163832708,0.3763823972479935,0.5742364328065407
MIR548AA2,-1.5445412061197072,-1.929549555417553,0.7821724397309852,0.3764801799867332,0.5742990156073536
MIR548D2,-1.5445412061197072,-1.929549555417553,0.7821724397309852,0.3764801799867332,0.5742990156073536
RASSF4,-1.6873601006883316,1.2635224673399394,0.781813114244649,0.3765898244053236,0.574422968252806
RNU1-124P,-1.6891713914646682,-0.9061969290389762,0.7816298014876034,0.37664577767411456,0.574465011776265
P2RX5-TAX1BP3,1.4270391841612164,2.525624739366344,0.7813887749334302,0.37671936494277536,0.5744912222215677
NIPBL,-1.1253332216235317,4.272164804220212,0.7813875322816114,0.37671974438635936,0.5744912222215677
MGAT4A,-1.1879104104707834,3.68642054731161,0.7812393768241633,0.37676498748996956,0.5744962053600895
RNF144A,-1.4870045114280712,2.263204674364351,0.7811908945015326,0.37677979448152943,0.5744962053600895
C8orf76,1.7269027689675365,0.9636599410095074,0.7810862041270719,0.3768117707723174,0.5745016713063474
RP11-795F19.5,-1.6996817315244301,-0.8294398899481015,0.7805204582895201,0.3769846364245826,0.574721925567048
CD320,1.2147123386556506,3.524716188383944,0.7804187355739738,0.3770157299939091,0.5747260280568594
TOGARAM1,1.4109089570154452,2.5901774927862196,0.7802063799434483,0.377080652341126,0.5747277877360202
SLC46A1,1.4180649419675362,2.5576477036403658,0.780136892649748,0.37710189973402675,0.5747277877360202
GUCY1B2,-1.6471450124160707,-1.2251334521058954,0.7801362628957776,0.37710209230398517,0.5747277877360202
FAM234B,1.4657269139515763,2.349499641165948,0.7800424417962547,0.377130783030181,0.5747282267371375
AGO3,-1.597391873609456,1.75012541518445,0.7795452251709923,0.3772828843986369,0.574831565652287
NPIPB13,-1.5371907156150644,2.0330743438564554,0.7794772867774512,0.37730367383944674,0.574831565652287
RTF1,1.1670904141041127,3.827632273062983,0.7794678774019083,0.37730655327596463,0.574831565652287
FAM25A,1.7706415247203966,0.024748125287902458,0.7794493466180832,0.37731222411631704,0.574831565652287
APPL1,1.3220091421867355,2.970445753201968,0.7791811555266311,0.3773943101089928,0.5748983957967853
DEFB131E,-1.704091161638621,-0.7888111164488837,0.7790548640430136,0.37743297319951996,0.5748983957967853
FAM71E1,-1.6906795182001382,1.216740470476313,0.7790100116115565,0.3774467057411591,0.5748983957967853
HIPK3,-1.111089804484609,4.841045700819521,0.7789348001257109,0.37746973494223324,0.5748983957967853
NDUFAF4,1.263607008386216,3.245982806162697,0.778292645419346,0.3776664385321198,0.5751546913296789
ZNF853,-1.4910898824437082,2.231125905690615,0.7779980818320511,0.3777567169681252,0.5752285840623826
RAB40C,1.176601212082718,3.7499731694415295,0.7779488328242362,0.3777718138673093,0.5752285840623826
